17,"mod1b","a22b2d20h40","str",3,5,1,7,20,40,54,34,32,32,32,23,22,21,19,7,12,16,20,30,14,11,11,9,20,13,18,4,3,14,6
18,"mod1b","a22b2d20h40","str",3,6,8,13,27,37,17,22,30,16,14,17,11,21,16,16,15,13,12,11,40,47,16,24,23,16,13,9,6,20,19
19,"mod1b","a22b2d20h40","str",3,7,8,24,40,49,30,34,33,44,31,23,35,18,14,15,19,9,6,6,14,11,20,26,4,4,4,20,21,29,6
20,"mod1b","a22b2d20h40","str",3,2,4,8,15,29,50,33,26,29,32,21,19,23,22,9,12,11,8,29,39,15,9,16,8,23,29,16,13,7,8
1,"mod2a","a24b2d005","weak",3,5,20,22,31,42,61,75,84,67,53,49,53,44,33,30,29,17,23,26,17,12,11,10,12,5,4,4,1,4,4
2,"mod2a","a24b2d005","weak",3,2,5,9,16,29,53,65,98,95,52,51,55,41,48,41,42,24,24,19,10,12,9,8,5,6,10,4,8,2,7
3,"mod2a","a24b2d005","weak",3,3,9,17,29,48,73,90,72,61,52,46,50,50,38,52,38,31,21,21,16,14,9,5,4,4,3,4,2,2,2
4,"mod2a","a24b2d005","weak",3,3,7,17,29,54,86,86,65,53,40,49,49,43,40,32,34,19,18,19,18,19,14,8,6,3,5,2,4,2,1
5,"mod2a","a24b2d005","weak",3,2,5,10,16,26,31,47,61,70,78,65,73,57,53,40,44,35,37,28,16,16,14,13,9,6,6,5,5,2,2
6,"mod2a","a24b2d005","weak",3,3,8,23,29,49,76,87,82,50,52,44,59,38,44,32,32,11,29,17,11,13,15,4,9,6,5,1,6,3,3
7,"mod2a","a24b2d005","weak",3,5,9,13,32,42,71,84,68,64,66,36,38,54,39,38,25,33,19,15,12,16,14,12,8,12,8,5,6,5,0
8,"mod2a","a24b2d005","weak",3,6,13,18,34,44,72,79,53,44,60,54,53,50,40,34,30,39,24,18,11,14,9,5,8,3,4,4,2,2,3
9,"mod2a","a24b2d005","weak",3,3,3,5,9,16,36,61,89,92,75,60,48,40,43,44,30,25,25,33,21,24,15,8,13,12,4,3,6,2,2
10,"mod2a","a24b2d005","weak",3,2,5,14,22,36,50,68,75,67,67,58,52,55,50,39,34,30,19,17,16,13,12,5,11,5,3,4,4,1,2
11,"mod2a","a24b2d005","weak",3,3,2,7,12,25,43,59,77,78,70,48,41,42,46,39,31,31,33,19,16,23,15,13,18,12,6,17,12,8,2
12,"mod2a","a24b2d005","weak",3,4,6,14,23,42,53,74,81,67,63,58,59,58,46,34,27,24,24,15,10,15,14,9,5,6,10,6,2,1,1
13,"mod2a","a24b2d005","weak",3,6,7,10,22,41,57,79,91,62,51,64,47,59,31,32,28,20,24,21,16,12,10,6,5,8,2,2,4,2,2
14,"mod2a","a24b2d005","weak",3,7,10,21,42,63,72,84,75,59,45,36,45,45,41,35,24,26,25,20,13,20,11,7,4,8,2,3,4,3,2
15,"mod2a","a24b2d005","weak",3,7,10,16,26,49,62,72,68,63,67,60,50,46,37,44,31,23,23,18,18,10,5,6,2,1,2,1,1,0,0
16,"mod2a","a24b2d005","weak",3,4,5,11,16,25,49,62,92,85,58,54,58,51,48,37,35,29,32,20,24,16,17,15,6,8,7,3,4,3,1
17,"mod2a","a24b2d005","weak",3,6,5,14,43,56,73,83,72,60,55,49,48,49,30,35,36,19,24,21,16,14,7,7,13,9,8,2,6,5,3
18,"mod2a","a24b2d005","weak",3,7,8,12,25,42,66,76,74,61,53,42,33,42,43,46,46,36,20,26,15,9,12,15,7,5,8,7,5,5,2
19,"mod2a","a24b2d005","weak",3,7,9,26,46,61,88,80,78,52,48,59,54,36,36,37,17,19,19,11,12,8,7,7,4,4,5,3,4,1,3
20,"mod2a","a24b2d005","weak",3,2,6,10,20,45,55,79,83,77,72,53,49,37,42,36,39,24,23,22,18,7,16,7,8,3,4,1,2,1,2
1,"mod2a","a24b2d01","med",3,5,19,21,33,35,34,49,48,41,32,33,32,27,28,38,29,21,20,19,21,19,25,24,13,20,16,11,8,14,9
2,"mod2a","a24b2d01","med",3,2,5,9,16,27,45,52,59,50,24,39,27,31,31,22,26,23,32,25,14,17,20,17,13,18,13,11,12,10,11
3,"mod2a","a24b2d01","med",3,3,9,15,20,26,32,51,47,41,27,42,37,43,43,32,27,29,29,25,19,15,24,17,17,16,9,14,8,14,6
4,"mod2a","a24b2d01","med",3,3,7,16,32,50,70,56,34,24,27,31,36,30,28,26,25,23,23,22,26,16,15,11,13,11,19,8,15,11,12
5,"mod2a","a24b2d01","med",3,2,5,10,14,19,41,43,36,41,29,40,44,42,34,38,29,34,28,25,20,26,20,27,21,15,16,18,10,6,8
6,"mod2a","a24b2d01","med",3,3,8,23,24,42,54,53,46,34,27,39,33,31,29,28,34,30,19,21,18,14,19,10,18,14,12,13,9,7,5
7,"mod2a","a24b2d01","med",3,5,9,13,29,37,48,52,43,39,33,27,39,33,18,25,29,33,37,21,13,15,10,19,16,13,15,15,9,12,12
8,"mod2a","a24b2d01","med",3,6,13,17,29,42,50,43,35,28,38,39,43,33,39,23,24,29,28,15,14,22,20,21,19,12,6,7,9,5,4
9,"mod2a","a24b2d01","med",3,3,2,5,10,14,27,53,57,54,41,30,24,40,34,25,33,33,25,23,25,22,26,16,18,18,17,12,5,13,10
10,"mod2a","a24b2d01","med",3,2,5,13,21,25,45,52,42,43,39,41,35,44,36,32,27,24,28,19,20,16,14,14,9,7,8,8,9,13,9
11,"mod2a","a24b2d01","med",3,3,2,6,12,23,41,57,50,46,29,21,26,32,42,25,24,30,22,30,37,29,16,17,12,19,18,11,12,12,6
12,"mod2a","a24b2d01","med",3,4,6,12,19,35,40,42,42,34,51,44,48,29,25,28,25,27,37,26,16,16,22,17,15,16,9,11,13,9,8
13,"mod2a","a24b2d01","med",3,6,7,10,21,34,44,56,47,26,25,38,38,34,28,44,33,23,24,21,19,26,20,17,14,13,8,13,11,13,10
14,"mod2a","a24b2d01","med",3,7,10,20,28,52,54,55,34,39,23,41,39,41,33,28,27,17,12,22,28,18,20,13,10,13,15,9,15,16,7
15,"mod2a","a24b2d01","med",3,7,9,17,19,35,43,51,36,36,31,40,40,45,31,34,24,24,30,32,25,31,20,13,15,14,13,9,5,6,10
16,"mod2a","a24b2d01","med",3,4,5,10,15,23,35,39,52,54,37,35,34,34,38,49,43,27,28,24,16,15,21,12,18,12,16,13,12,11,9
17,"mod2a","a24b2d01","med",3,6,4,14,37,45,47,48,43,37,31,28,33,38,31,24,25,33,22,29,14,18,25,25,21,11,18,16,12,10,12
18,"mod2a","a24b2d01","med",3,7,8,10,26,30,39,39,42,36,34,26,45,48,45,30,25,31,24,20,23,16,22,21,23,18,14,15,10,12,14
19,"mod2a","a24b2d01","med",3,7,9,25,38,51,60,43,36,33,36,39,44,28,26,23,23,27,20,24,21,15,17,15,11,12,10,12,12,7,4
20,"mod2a","a24b2d01","med",3,2,6,10,19,39,51,54,40,37,36,40,33,43,29,35,21,28,23,14,22,17,22,14,23,15,13,10,13,13,10
1,"mod2a","a24b2d015","str",3,5,19,20,16,25,30,34,41,26,14,20,18,23,28,35,29,20,10,23,29,24,19,17,22,10,11,5,13,10,15
2,"mod2a","a24b2d015","str",3,2,5,9,15,22,35,36,42,38,22,37,24,23,24,13,14,26,20,13,14,19,16,18,14,16,20,16,17,15,10
3,"mod2a","a24b2d015","str",3,3,9,15,20,25,29,32,32,27,30,33,24,36,19,25,32,27,21,20,19,17,22,20,23,13,15,7,12,15,11
4,"mod2a","a24b2d015","str",3,3,7,15,29,43,46,33,14,20,21,31,33,21,26,25,17,21,26,28,23,16,17,19,17,28,11,8,12,10,11
5,"mod2a","a24b2d015","str",3,2,5,10,14,19,36,38,39,24,15,23,27,32,22,27,24,27,24,15,16,20,11,15,11,20,22,18,19,12,10
6,"mod2a","a24b2d015","str",3,3,8,23,24,39,42,35,30,20,26,36,25,21,20,21,21,27,18,16,19,22,15,17,6,14,13,20,12,16,16
7,"mod2a","a24b2d015","str",3,5,9,12,23,25,33,34,28,34,26,25,21,16,22,29,38,26,13,17,22,22,25,19,21,18,10,14,11,8,16
8,"mod2a","a24b2d015","str",3,6,13,17,26,33,37,34,28,24,24,23,20,34,32,20,21,15,15,15,27,25,13,12,9,13,13,15,9,10,10
9,"mod2a","a24b2d015","str",3,3,2,5,10,13,22,39,35,36,25,28,20,32,20,26,21,24,27,19,16,14,17,16,12,23,25,15,15,15,22
10,"mod2a","a24b2d015","str",3,2,5,13,21,23,34,30,29,29,29,23,26,24,26,27,24,26,21,18,16,11,14,13,17,18,13,13,12,12,15
11,"mod2a","a24b2d015","str",3,3,2,6,12,21,30,32,34,22,16,21,24,27,22,18,14,25,27,25,19,20,20,16,14,24,16,11,14,14,17
12,"mod2a","a24b2d015","str",3,4,5,10,14,21,31,27,43,29,31,26,26,26,18,22,26,12,17,20,27,21,16,14,17,22,22,10,15,21,21
13,"mod2a","a24b2d015","str",3,6,7,9,20,28,37,40,26,19,29,25,28,24,26,30,22,21,18,22,19,21,11,19,15,20,19,14,14,17,19
