5,"mod2a",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod2a",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod2a",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod2a",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod2a",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod2a",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod2a",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod2a",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod2a",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod2a",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod2a",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod2a",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod2a",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod2a",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod2a",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod2a",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"mod2b",3,5,20,23,38,64,108,137,158,139,113,78,51,19,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"mod2b",3,2,5,9,16,29,60,89,163,186,160,118,77,25,15,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,"mod2b",3,3,9,17,31,56,98,131,160,172,124,81,38,24,15,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
4,"mod2b",3,3,7,17,30,62,112,160,177,169,116,62,36,9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"mod2b",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod2b",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod2b",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod2b",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod2b",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod2b",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod2b",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod2b",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod2b",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod2b",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod2b",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod2b",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod2b",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod2b",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod2b",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod2b",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"mod3a",3,5,20,23,38,64,108,137,158,139,113,78,51,19,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"mod3a",3,2,5,9,16,29,60,89,163,186,160,118,77,25,15,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,"mod3a",3,3,9,17,31,56,98,131,160,172,124,81,38,24,15,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
4,"mod3a",3,3,7,17,30,62,112,160,177,169,116,62,36,9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"mod3a",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod3a",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod3a",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod3a",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod3a",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod3a",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod3a",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod3a",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod3a",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod3a",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod3a",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod3a",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod3a",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod3a",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod3a",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod3a",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"mod3b",3,5,20,23,38,64,108,137,158,139,113,78,51,19,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"mod3b",3,2,5,9,16,29,60,89,163,186,160,118,77,25,15,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,"mod3b",3,3,9,17,31,56,98,131,160,172,124,81,38,24,15,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
4,"mod3b",3,3,7,17,30,62,112,160,177,169,116,62,36,9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"mod3b",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod3b",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod3b",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod3b",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod3b",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod3b",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod3b",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod3b",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod3b",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod3b",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod3b",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod3b",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod3b",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod3b",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod3b",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod3b",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"mod4a",3,5,20,23,38,64,108,137,158,139,113,78,51,19,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"mod4a",3,2,5,9,16,29,60,89,163,186,160,118,77,25,15,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,"mod4a",3,3,9,17,31,56,98,131,160,172,124,81,38,24,15,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
4,"mod4a",3,3,7,17,30,62,112,160,177,169,116,62,36,9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"mod4a",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod4a",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod4a",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod4a",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod4a",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod4a",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod4a",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod4a",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod4a",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod4a",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod4a",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod4a",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod4a",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod4a",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod4a",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod4a",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"mod4b",3,5,20,23,38,64,108,137,158,139,113,78,51,19,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"mod4b",3,2,5,9,16,29,60,89,163,186,160,118,77,25,15,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3,"mod4b",3,3,9,17,31,56,98,131,160,172,124,81,38,24,15,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
4,"mod4b",3,3,7,17,30,62,112,160,177,169,116,62,36,9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"mod4b",3,2,5,10,16,27,39,62,93,145,180,162,120,65,25,19,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0
6,"mod4b",3,3,8,23,32,58,113,161,195,147,106,67,34,12,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"mod4b",3,5,9,13,34,54,96,148,193,149,131,72,43,12,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"mod4b",3,6,13,19,34,64,118,154,171,159,111,58,34,19,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"mod4b",3,3,3,5,9,18,45,67,118,158,199,149,98,49,29,12,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0
10,"mod4b",3,2,5,15,23,49,74,124,150,158,150,113,61,29,11,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"mod4b",3,3,2,7,13,25,55,84,128,135,180,132,111,58,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"mod4b",3,4,6,16,30,52,82,103,153,170,151,117,45,28,14,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,"mod4b",3,6,7,12,32,50,85,139,182,181,123,91,43,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"mod4b",3,7,10,21,43,79,119,153,171,128,117,66,29,18,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"mod4b",3,7,10,16,28,58,92,119,141,169,145,99,56,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"mod4b",3,4,5,11,17,32,46,77,141,167,169,137,96,39,25,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17,"mod4b",3,6,5,15,40,64,107,153,180,152,115,74,32,22,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"mod4b",3,7,8,13,28,47,78,114,160,162,140,86,61,34,19,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"mod4b",3,7,10,26,44,67,119,163,174,152,100,67,22,23,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"mod4b",3,2,6,10,22,42,75,126,152,190,164,95,50,22,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
