1,0.0,0.0,0.0,9,mod3a,a24b2d80d04,mod3a
2,0.12436689478896579,0.0058717747210481445,0.5374928575901529,9,mod3a,a24b2d80d04,mod3a
3,0.18960608994957212,0.008279174908185876,0.6739060390964879,9,mod3a,a24b2d80d04,mod3a
4,0.2686310666328756,0.015402792924041054,0.7142152624529898,9,mod3a,a24b2d80d04,mod3a
5,0.2975306441439257,0.013423753268195488,0.7281751051086279,9,mod3a,a24b2d80d04,mod3a
6,0.34514066669891336,0.02141464919679433,0.7458735515371381,9,mod3a,a24b2d80d04,mod3a
7,0.3763845894734979,0.023405782947896577,0.7566293969170792,9,mod3a,a24b2d80d04,mod3a
8,0.39586065393984843,0.024278573894269698,0.7629692218492543,9,mod3a,a24b2d80d04,mod3a
1,0.0,0.0,0.0,11,mod3a,a24b2d80d02,mod3a
2,0.08579269767873071,0.0037435434217143126,0.5053872146546284,11,mod3a,a24b2d80d02,mod3a
3,0.15368702215544644,0.005321260439549972,0.5880925873449938,11,mod3a,a24b2d80d02,mod3a
4,0.21277046558358276,0.007507106836822152,0.6040568805334992,11,mod3a,a24b2d80d02,mod3a
5,0.26632792856990406,0.008541765934577252,0.638602974094047,11,mod3a,a24b2d80d02,mod3a
6,0.3015373076351945,0.013995588827437577,0.6563544024636474,11,mod3a,a24b2d80d02,mod3a
7,0.33116179292382625,0.017358850657523593,0.6654469121181333,11,mod3a,a24b2d80d02,mod3a
8,0.3403938472992846,0.018163044494141307,0.6765938679251117,11,mod3a,a24b2d80d02,mod3a
1,0.0,0.0,0.0,9,mod3a,a24b2d80d02,mod3a
2,0.1212873966174757,0.0026477088224892338,0.4606348873700376,9,mod3a,a24b2d80d02,mod3a
3,0.16857824050407016,0.004473288873242678,0.5805374307508206,9,mod3a,a24b2d80d02,mod3a
4,0.21361886253582502,0.007250432723934546,0.6021753264865657,9,mod3a,a24b2d80d02,mod3a
5,0.23679077064914505,0.007871651437391828,0.6037863954984266,9,mod3a,a24b2d80d02,mod3a
6,0.2561256143094246,0.011250013754682946,0.6123755903458827,9,mod3a,a24b2d80d02,mod3a
7,0.2711371943849217,0.01232950126569458,0.6220661643331775,9,mod3a,a24b2d80d02,mod3a
8,0.28257585598414353,0.013673891834771315,0.6220662540711084,9,mod3a,a24b2d80d02,mod3a
1,0.0,0.0,0.0,5,mod3a,a24b2d80d03,mod3a
2,0.08767934152630158,0.01150774759985453,0.4751901721458388,5,mod3a,a24b2d80d03,mod3a
3,0.17074842190932044,0.016959344773785683,0.6205410798637616,5,mod3a,a24b2d80d03,mod3a
4,0.25482563095079075,0.026546830011113864,0.6687468766725885,5,mod3a,a24b2d80d03,mod3a
5,0.32020303549505325,0.030581705417764202,0.6937119530603229,5,mod3a,a24b2d80d03,mod3a
6,0.3953223362566023,0.0399554571670766,0.7255311995510026,5,mod3a,a24b2d80d03,mod3a
7,0.43780997545612227,0.043520408994573496,0.7502997124268218,5,mod3a,a24b2d80d03,mod3a
8,0.4633590835634297,0.04443839972550988,0.7883264287041666,5,mod3a,a24b2d80d03,mod3a
1,0.0,0.0,0.0,9,mod2a,a24b2d005,mod2a
2,0.004290828243925293,0.00012321061922775656,0.014998690343697352,9,mod2a,a24b2d005,mod2a
3,0.008983936621833555,0.0002312109568834375,0.04228055261232777,9,mod2a,a24b2d005,mod2a
