693.91625744696,693.0522962014616,mod3a,mod3a,a24b2d80d04,9
1226.1618270494153,1223.9627333401595,mod3a,mod3a,a24b2d80d02,11
1086.937297774034,1085.577121573367,mod3a,mod3a,a24b2d80d02,9
967.3534891673883,960.9157664145546,mod3a,mod3a,a24b2d80d03,5
1557.724527848625,1557.288142040867,mod2a,mod2a,a24b2d005,9
870.1464633048048,868.8600061761621,mod3a,mod3a,a24b2d80d03,9
1400.968288036698,1400.1322634473127,mod3a,mod3a,a24b2d80d02,3
1229.7444478904401,1221.3485685062633,mod3a,mod3a,a24b2d80d02,16
1391.2866984284624,1391.2078663707966,mod2a,mod2a,a24b2d005,5
1164.1433797911984,1162.0474751669071,mod3a,mod3a,a24b2d80d03,3
1932.8161524818659,1933.806390636175,mod2a,mod2a,a24b2d005,12
1372.6980345547827,1364.5867253018096,mod3a,mod3a,a24b2d80d02,18
1187.3969645138357,1179.750334874714,mod3a,mod3a,a24b2d80d02,5
1676.2700079795004,1672.3305625415846,mod3a,mod3a,a24b2d80d02,14
1286.197639617817,1286.0059409377914,mod3a,mod3a,a24b2d80d02,12
1934.8905448821702,1933.8935794007155,mod2a,mod2a,a24b2d005,2
1786.1999043041417,1786.8642992758334,mod2a,mod2a,a24b2d005,16
1429.9054199845623,1421.4011885388131,mod3a,mod3a,a24b2d80d02,15
1525.4499092482254,1507.6208633652905,mod3a,mod3a,a24b2d80d02,13
1206.4465702671528,1206.5764218076474,mod3a,mod3a,a24b2d80d03,2
1114.8386862485415,1113.1455026330843,mod1a,mod1a,a22b2d80h40,1
1442.184856990669,1440.2034242923678,mod3a,mod3a,a24b2d80d02,2
1003.9125777738636,1005.6940312362365,mod1a,mod1a,a22b2d80h40,5
1406.9252761628768,1397.8450806541664,mod3a,mod3a,a24b2d80d02,7
1621.9030268486438,1622.8106933153008,mod2a,mod2a,a24b2d005,11
1079.5062589518852,1079.1604913900042,mod2a,mod2a,a24b2d015,9
1996.0188456789272,1995.3739549506795,mod2a,mod2a,a24b2d005,20
1246.268504341688,1244.2974565638876,mod3a,mod3a,a24b2d80d03,1
1266.1175052944054,1263.5841392759398,mod3a,mod3a,a24b2d80d03,13
1574.0134273012866,1569.236786898354,mod3a,mod3a,a24b2d80d03,14
1116.7400672127226,1115.6279702134043,mod1a,mod1a,a22b2d80h40,11
1801.1941295307759,1801.3405206989878,mod2a,mod2a,a24b2d005,10
1266.6426187107736,1266.6808948218036,mod2a,mod2a,a24b2d01,9
1358.973516509204,1359.5685546581813,mod3a,mod3a,a24b2d80d03,4
2203.060946980693,2202.1179817713187,mod2a,mod2a,a24b2d005,1
1222.231125162248,1222.8495214302282,mod1a,mod1a,a22b2d80h40,16
1094.7147932401654,1094.2895908291375,mod1a,mod1a,a22b2d80h40,9
1184.912122641473,1184.191403545165,mod1a,mod1a,a22b2d50h40,9
824.2134209301263,822.7480049871247,mod3a,mod3a,a24b2d80d04,5
1171.9148504534298,1172.5370815716642,mod2a,mod2a,a24b2d015,11
1395.1422643532778,1393.6564452818031,mod1a,mod1a,a22b2d80h40,2
2095.2141514059103,2095.6463639502826,mod2a,mod2a,a24b2d005,15
1261.6955288156346,1261.2195678010933,mod2a,mod2a,a24b2d015,12
1577.8380403661265,1574.6450413622654,mod3a,mod3a,a24b2d80d02,1
1425.7644051470927,1425.6325194978413,mod1a,mod1a,a22b2d50h40,11
1210.0705119946367,1210.1244423938333,mod1a,mod1a,a22b2d80h40,20
1124.1075750880962,1123.1594311669787,mod3a,mod3a,a24b2d80d04,2
1136.7577295773124,1136.3326824633111,mod3a,mod3a,a24b2d80d03,7
1724.400848818702,1709.6972508186159,mod1a,mod1a,a22b2d50h40,1
1377.0091503182095,1376.9643362320794,mod1a,mod1a,a22b2d80h40,4
1086.039984168014,1085.4904689300924,mod3a,mod3a,a24b2d80d03,16
1103.3049460477343,1102.2422837553347,mod3a,mod3a,a24b2d80d03,11
924.8314777087111,923.2231927044506,mod3a,mod3a,a24b2d80d04,11
1242.1642205239434,1242.7430432653,mod1a,mod1a,a22b2d50h40,5
1435.7660831980988,1432.2643979209988,mod1a,mod1a,a22b2d80h40,17
2111.6388533526124,2112.517223167127,mod2a,mod2a,a24b2d005,13
1175.3577552662703,1175.8118794066306,mod2a,mod2a,a24b2d015,5
1302.8846299550914,1303.6925768768244,mod1a,mod1a,a22b2d80h40,12
1761.0481570742425,1760.2652940114344,mod1a,mod1a,a22b2d50h40,2
1220.4711991252677,1216.528328839519,mod3a,mod3a,a24b2d80d02,10
1264.9556300914928,1261.4566789129553,mod1a,mod1a,a22b2d65h40,11
1566.6001962925982,1559.7357319767038,mod3a,mod3a,a24b2d80d02,8
1664.204440836107,1664.23645985567,mod1a,mod1a,a22b2d50h40,20
1602.6591368866182,1602.4758311183539,mod1a,mod1a,a22b2d50h40,10
1212.8501432359167,1210.506546551301,mod3a,mod3a,a24b2d80d03,12
1045.4859520598316,1045.1676090934302,mod1a,mod1a,a22b2d80h40,18
1457.4499771634855,1457.8582034773576,mod3a,mod3a,a24b2d80d02,20
1216.4684339241871,1215.8383857745105,mod3a,mod3a,a24b2d80d03,8
1165.4500732294675,1165.1294707886655,mod3a,mod3a,a24b2d80d04,8
1395.4933955965773,1396.1168206346267,mod2a,mod2a,a24b2d015,2
1488.6622463948095,1481.539100410735,mod1a,mod1a,a22b2d65h40,1
1327.8857790084378,1328.737393460125,mod1a,mod1a,a22b2d65h40,18
1405.2752962338761,1405.8039203224919,mod2a,mod2a,a24b2d01,16
1034.5457541253672,1033.820488770941,mod3a,mod3a,a24b2d80d04,3
1483.4684841658168,1482.7069936048579,mod1a,mod1a,a22b2d65h40,20
1154.7384250483674,1154.4260349434714,mod1a,mod1a,a22b2d65h40,9
1464.1052853373355,1463.5727558956532,mod2a,mod2a,a24b2d01,11
1509.1524249042238,1509.171219095475,mod2a,mod2a,a24b2d01,3
1060.8955294521265,1059.5103853697224,mod3a,mod3a,a24b2d80d03,10
1514.4177000490288,1515.4634526027571,mod1a,mod1a,a22b2d50h40,16
1321.7574708553354,1320.9927725097925,mod1a,mod1a,a22b2d80h40,10
1234.676678852257,1235.057631712511,mod2a,mod2a,a24b2d015,16
2095.9274284446365,2096.8852184842476,mod2a,mod2a,a24b2d005,3
1208.6892026742466,1208.1260715195517,mod2a,mod2a,a24b2d015,10
1431.4739963809704,1430.4126840656857,mod1a,mod1a,a22b2d80h40,6
1205.6877468363884,1205.5482948249428,mod1a,mod1a,a22b2d80h40,15
1374.5009967762248,1374.3376481815515,mod1a,mod1a,a22b2d65h40,16
1735.9558041698551,1733.926925501987,mod3a,mod3a,a24b2d80d02,17
2518.1188537097955,2517.9526320929563,mod2a,mod2a,a24b2d005,19
2398.601475073271,2399.6091427797614,mod2a,mod2a,a24b2d005,14
2341.6269831351665,2341.169355570711,mod2a,mod2a,a24b2d005,6
1596.5624872620579,1595.4542281250308,mod1a,mod1a,a22b2d65h40,2
1731.7973373023062,1731.2473524636837,mod1a,mod1a,a22b2d50h40,3
1459.5859673066648,1460.3502935522404,mod1a,mod1a,a22b2d80h40,8
2073.3019577841906,2074.1854064082304,mod1a,mod1a,a22b2d50h40,13
2198.71741180217,2197.4944760122694,mod2a,mod2a,a24b2d005,8
1655.3706934874308,1653.9697156341285,mod1a,mod1a,a22b2d50h40,12
1335.8871913369087,1336.2533356155634,mod2a,mod2a,a24b2d015,3
1462.8126479422754,1461.3932996851895,mod2a,mod2a,a24b2d01,10
1405.8600403654914,1405.171594560215,mod1a,mod1a,a22b2d65h40,3
1245.8653057737727,1245.6018955977481,mod2a,mod2a,a24b2d01,5
1092.012062911185,1089.5913713995687,mod3a,mod3a,a24b2d80d03,20
1078.8171331148153,1073.6381519318884,mod3a,mod3a,a24b2d80d04,13
1643.4980155185885,1644.0628765157976,mod2a,mod2a,a24b2d01,2
1480.909492710249,1481.4950583300476,mod1a,mod1a,a22b2d65h40,15
1615.8408872924872,1613.1135834476245,mod1a,mod1a,a22b2d65h40,17
1744.834996713454,1742.0273645246534,mod1a,mod1a,a22b2d50h40,17
1511.2926900845862,1507.1580899324483,mod2a,mod2a,a24b2d015,1
1013.2196444382844,1011.8927399699587,mod3a,mod3a,a24b2d80d04,7
2145.0121801186137,2145.003344317357,mod2a,mod2a,a24b2d005,7
1342.9391517920346,1340.0156362453556,mod2a,mod2a,a24b2d015,18
2053.387752825249,2050.0619909819734,mod1a,mod1a,a22b2d50h40,6
1043.049360312771,1037.613104568472,mod3a,mod3a,a24b2d80d04,12
959.1867148925309,958.4831946399888,mod3a,mod3a,a24b2d80d04,20
1306.2832249929568,1302.501919146682,mod3a,mod3a,a24b2d80d03,17
1531.3152898161838,1532.7558350509821,mod2a,mod2a,a24b2d01,12
1741.555785845039,1742.0316079087338,mod1a,mod1a,a22b2d50h40,7
1431.1906822958576,1431.4834827804711,mod2a,mod2a,a24b2d015,13
1121.010941914717,1122.4415364968847,mod1a,mod1a,a22b2d65h40,5
1374.83107666767,1375.918296382563,mod2a,mod2a,a24b2d015,20
1964.864207946412,1965.3916447082545,mod1a,mod1a,a22b2d50h40,4
2365.0296703746985,2363.9343349907767,mod2a,mod2a,a24b2d005,17
1442.6374488575857,1442.1140133884194,mod2a,mod2a,a24b2d015,15
1015.8229423547571,1015.5452293680331,mod3a,mod3a,a24b2d80d04,16
1680.568958973268,1681.9488096974683,mod3a,mod3a,a24b2d80d02,4
1337.6217922843323,1338.7500525467053,mod2a,mod2a,a24b2d015,7
2083.23312850478,2084.155661038646,mod2a,mod2a,a24b2d005,18
1592.1557595707066,1590.871763603184,mod1a,mod1a,a22b2d80h40,19
1593.8393267697745,1594.844713009909,mod1a,mod1a,a22b2d80h40,13
1745.270777012045,1745.3804014256411,mod3a,mod3a,a24b2d80d02,19
1684.7482181484506,1683.7654120512323,mod2a,mod2a,a24b2d01,15
1674.372369341273,1675.123219230672,mod1a,mod1a,a22b2d50h40,18
1611.923634415744,1611.545152103967,mod2a,mod2a,a24b2d015,14
1490.1722871372779,1489.5373264125685,mod1a,mod1a,a22b2d65h40,12
1076.7910615485239,1065.8105504549922,mod3a,mod3a,a24b2d80d04,18
2219.264082090918,2220.460713089027,mod2a,mod2a,a24b2d005,4
2265.354829043598,2264.776170960118,mod1a,mod1a,a22b2d50h40,19
1745.6356717788815,1743.7460306162059,mod3a,mod3a,a24b2d80d02,6
1552.486047288949,1552.5000856194547,mod2a,mod2a,a24b2d01,18
1731.1542118518203,1731.9947298663742,mod1a,mod1a,a22b2d65h40,4
1677.3580959690132,1678.0903182957654,mod2a,mod2a,a24b2d01,13
1511.8649866797473,1512.2098695915597,mod2a,mod2a,a24b2d015,8
1704.566462509968,1705.5816518906395,mod1a,mod1a,a22b2d50h40,15
1763.5186426268092,1763.168191079318,mod1a,mod1a,a22b2d80h40,14
1188.333338249019,1188.7528717980463,mod1a,mod1a,a22b2d80h40,7
1642.9269171072287,1644.6152324472562,mod2a,mod2a,a24b2d01,20
1236.0342015200836,1234.629406015234,mod1a,mod1a,a22b2d80h40,3
1440.8852289953038,1440.622435755722,mod1a,mod1a,a22b2d65h40,10
1624.3676195632165,1622.1670953279888,mod2a,mod2a,a24b2d015,17
2021.0979345750811,2021.1794916451292,mod1a,mod1a,a22b2d50h40,8
1197.1071614061743,1192.7901305472128,mod3a,mod3a,a24b2d80d04,15
1953.9580248803368,1951.970009505825,mod1a,mod1a,a22b2d65h40,19
1749.3232405052836,1746.6619824738837,mod2a,mod2a,a24b2d01,1
1492.8419245633281,1493.8444738508979,mod2a,mod2a,a24b2d015,4
1493.045983030409,1492.703355870375,mod1a,mod1a,a22b2d65h40,7
1773.9426632392128,1774.3817119184464,mod2a,mod2a,a24b2d01,7
1257.3151734593143,1256.2423094107653,mod3a,mod3a,a24b2d80d03,18
1562.7823690173652,1563.2202474868786,mod2a,mod2a,a24b2d015,19
1632.8539266826986,1632.021010585224,mod2a,mod2a,a24b2d015,6
1350.7303534079783,1347.1682567966723,mod3a,mod3a,a24b2d80d04,14
1231.3698559158347,1228.5529240369337,mod3a,mod3a,a24b2d80d04,1
1211.0464986413267,1210.511240412404,mod3a,mod3a,a24b2d80d04,4
1890.478524901913,1889.8797748081715,mod2a,mod2a,a24b2d01,6
827.6773375885106,826.7224433467252,mod3a,mod3a,a24b2d80d04,10
1773.9101361181924,1772.7518364858297,mod1a,mod1a,a22b2d65h40,6
1772.9730373452353,1773.6038637408851,mod2a,mod2a,a24b2d01,8
1918.458767727785,1916.467322016719,mod2a,mod2a,a24b2d01,17
1839.472591119629,1839.7356521582403,mod1a,mod1a,a22b2d65h40,13
1301.3449637224282,1298.5478136765898,mod3a,mod3a,a24b2d80d03,15
1939.0142134525715,1937.5570087833337,mod2a,mod2a,a24b2d01,14
1420.6635717413214,1416.9385125824988,mod3a,mod3a,a24b2d80d03,19
2349.8401759442045,2349.7670800163173,mod1a,mod1a,a22b2d50h40,14
1112.0943004236337,1110.3928613776598,mod3a,mod3a,a24b2d80d04,19
1921.366916071284,1922.6035149230688,mod2a,mod2a,a24b2d01,4
1795.3901091925068,1794.5644377505512,mod1a,mod1a,a22b2d65h40,8
1427.1509446020766,1427.7703779272617,mod3a,mod3a,a24b2d80d03,6
1926.8901144611755,1928.0197771663861,mod2a,mod2a,a24b2d01,19
1219.7403867252724,1218.1495865649472,mod3a,mod3a,a24b2d80d04,17
2153.9242398512147,2154.673604976942,mod1a,mod1a,a22b2d65h40,14
1761.5417389370427,1749.542386135386,mod4a,mod4a,a24b2d3d10,11
1292.6719322864235,1292.9208671078727,mod3a,mod3a,a24b2d80d04,6
1328.5477019361913,1327.4423166927131,mod4a,mod4a,a24b2d3d05,9
1497.9003073771319,1480.0146991755619,mod4a,mod4a,a24b2d3d075,9
1066.5533007913707,1066.9172371783245,mod4a,mod4a,a24b2d3d05,5
1627.0782889075917,1626.1258704919878,mod4a,mod4a,a24b2d3d10,9
1464.657257863655,1458.0433027345455,mod4a,mod4a,a24b2d3d10,5
1342.5062114715415,1342.3587125149318,mod4a,mod4a,a24b2d3d05,11
1997.3541815036067,1983.0139627789204,mod4a,mod4a,a24b2d3d10,2
1458.2226770654545,1457.980309111238,mod4a,mod4a,a24b2d3d05,2
1342.9498831707651,1337.318243593143,mod4a,mod4a,a24b2d3d075,5
1281.49635596862,1280.9825692518823,mod4a,mod4a,a24b2d3d05,16
1672.8947879373115,1662.0469594449416,mod4a,mod4a,a24b2d3d10,16
1623.5794758055792,1621.931139943825,mod4a,mod4a,a24b2d3d075,11
1343.9495856202427,1340.6472871475473,mod4a,mod4a,a24b2d3d05,1
1242.3724967361818,1243.8725830790895,mod4a,mod4a,a24b2d3d05,20
1813.2401073176843,1811.4202509248094,mod4a,mod4a,a24b2d3d075,2
1256.1715656548174,1254.0979284975408,mod4a,mod4a,a24b2d3d05,10
1427.9536014209812,1426.5726898631121,mod4a,mod4a,a24b2d3d05,6
1379.2298407271182,1378.2793981329528,mod4a,mod4a,a24b2d3d05,13
1315.2693109741494,1315.733826659574,mod4a,mod4a,a24b2d3d05,12
1299.3057494876355,1299.3624435246588,mod4a,mod4a,a24b2d3d05,7
1372.9708401887463,1372.0020141429422,mod4a,mod4a,a24b2d3d05,8
1367.344288993671,1368.2222953428175,mod4a,mod4a,a24b2d3d05,18
1390.3098939536826,1391.8058352156597,mod4a,mod4a,a24b2d3d05,4
1331.6339653485338,1333.3936450184167,mod4a,mod4a,a24b2d3d05,3
1473.075041989106,1473.0126682717932,mod4a,mod4a,a24b2d3d05,17
1369.9915435763605,1370.892613127003,mod4a,mod4a,a24b2d3d05,15
1593.3331245323407,1592.3341877074572,mod4a,mod4a,a24b2d3d075,16
1429.9790486787788,1430.9959065302455,mod4a,mod4a,a24b2d3d05,19
1470.843687686606,1466.9216644264504,mod4a,mod4a,a24b2d3d05,14
1721.9488001047384,1722.482941014663,mod4a,mod4a,a24b2d3d075,20
1977.6046905696583,1977.5576679867709,mod4a,mod4a,a24b2d3d10,20
1559.5915613035584,1559.2995551537335,mod4a,mod4a,a24b2d3d075,10
1567.2464757022221,1568.5193245063392,mod4a,mod4a,a24b2d3d075,12
2164.6071049791312,2164.2579674784174,mod4a,mod4a,a24b2d3d10,17
1651.8769180752265,1652.0167547264623,mod4a,mod4a,a24b2d3d075,18
1930.9482123007797,1931.6528192907986,mod4a,mod4a,a24b2d3d10,12
1709.477364215898,1707.4668446846201,mod4a,mod4a,a24b2d3d075,15
1706.2683420190135,1706.984435036429,mod4a,mod4a,a24b2d3d075,7
1840.4000015287947,1840.1857785573666,mod4a,mod4a,a24b2d3d10,10
1642.903042340548,1643.1866882346185,mod4a,mod4a,a24b2d3d075,3
1805.3682104270374,1805.6438710363634,mod4a,mod4a,a24b2d3d075,13
1824.8332282623855,1824.7371707072134,mod4a,mod4a,a24b2d3d075,6
1988.0119501634626,1986.4958013802466,mod4a,mod4a,a24b2d3d10,15
2111.6330742507744,2110.615518069733,mod4a,mod4a,a24b2d3d10,13
1869.6910348452873,1869.8406197729867,mod4a,mod4a,a24b2d3d10,18
1738.369227304673,1733.7539057878407,mod4a,mod4a,a24b2d3d075,8
1885.311053698253,1885.1713086777293,mod4a,mod4a,a24b2d3d075,17
1837.0261909916715,1834.503943108127,mod4a,mod4a,a24b2d3d075,1
1785.1026913792277,1785.346185654523,mod4a,mod4a,a24b2d3d075,4
2047.736456051238,2048.3375051554594,mod4a,mod4a,a24b2d3d10,7
1826.0534766867092,1823.9646136014876,mod4a,mod4a,a24b2d3d075,19
1813.6358130858653,1813.6207624331191,mod4a,mod4a,a24b2d3d10,3
1806.902713403068,1803.881725143478,mod4a,mod4a,a24b2d3d075,14
2123.5262747482866,2124.72587945201,mod4a,mod4a,a24b2d3d10,8
2029.8997372942717,2031.4059707541892,mod4a,mod4a,a24b2d3d10,4
2173.6190820523643,2174.2573268759857,mod4a,mod4a,a24b2d3d10,6
1998.158477818473,1996.661759758206,mod4a,mod4a,a24b2d3d10,1
2120.077555422802,2121.0544634268963,mod4a,mod4a,a24b2d3d10,14
2065.6626028359046,2063.1329478691646,mod4a,mod4a,a24b2d3d10,19
1038.298784684145,1031.647157135831,mod3a,mod1a,a24b2d80d04,3
1239.2959046929984,1225.4810547832064,mod3a,mod1a,a24b2d80d04,1
693.7493254055202,691.8361559499255,mod3a,mod1a,a24b2d80d04,9
824.1740212751423,818.1084868287384,mod3a,mod1a,a24b2d80d04,5
1165.4965844255764,1162.418610089783,mod3a,mod1a,a24b2d80d03,3
1174.5260840170815,1168.2125982727036,mod3a,mod1a,a24b2d80d04,8
1224.1992152152106,1217.584648275364,mod3a,mod1a,a24b2d80d03,8
1206.8093176249715,1203.9511235708642,mod3a,mod1a,a24b2d80d03,2
868.7319463283333,866.3061983134311,mod3a,mod1a,a24b2d80d03,9
1016.9455324475082,1014.386881845148,mod3a,mod1a,a24b2d80d04,16
1012.6388082749658,1005.8825889664025,mod3a,mod1a,a24b2d80d04,7
1078.557577345524,1074.0100130787305,mod2a,mod1a,a24b2d015,9
957.9521989785259,957.6019042609187,mod3a,mod1a,a24b2d80d03,5
920.006558913878,919.4011231641634,mod3a,mod1a,a24b2d80d04,11
1556.1323703609135,1555.8663450017104,mod2a,mod1a,a24b2d005,9
1261.150439263929,1253.6031944525869,mod2a,mod1a,a24b2d015,12
1086.3437874908368,1079.1998698405448,mod3a,mod1a,a24b2d80d03,16
1622.2572274214124,1621.9852860438402,mod2a,mod1a,a24b2d005,11
1254.67465244603,1241.4660136071661,mod3a,mod1a,a24b2d80d03,1
958.5637139161242,957.3386769202004,mod3a,mod1a,a24b2d80d04,20
1096.8401130847308,1096.8014737600354,mod3a,mod1a,a24b2d80d03,11
1391.9967181141158,1390.3253282252913,mod2a,mod1a,a24b2d005,5
1933.6772384527135,1927.904830783849,mod2a,mod1a,a24b2d005,2
