9,0.3929597909554772,0.037866986561132174,0.7139560632657559,9,mod3a,a24b2d80d04,mod3a
10,0.40656107454704027,0.039983874576393026,0.7495324606079098,9,mod3a,a24b2d80d04,mod3a
11,0.40805207140292676,0.03998387541638072,0.7450525528956474,9,mod3a,a24b2d80d04,mod3a
12,0.41018890057014223,0.039983875466720595,0.7429873782077308,9,mod3a,a24b2d80d04,mod3a
13,0.41174678786335717,0.03998387546674145,0.757412232068459,9,mod3a,a24b2d80d04,mod3a
14,0.4144857914971844,0.04267784571404792,0.7579542130793229,9,mod3a,a24b2d80d04,mod3a
15,0.41466890841650794,0.04416659287694494,0.7421665535175025,9,mod3a,a24b2d80d04,mod3a
16,0.41466890968085846,0.04416659287694494,0.7415048329709295,9,mod3a,a24b2d80d04,mod3a
17,0.41466890974896375,0.04416659287694494,0.7345115700612532,9,mod3a,a24b2d80d04,mod3a
18,0.4142476824849588,0.04416659287694494,0.7284472470307964,9,mod3a,a24b2d80d04,mod3a
19,0.41466890978822113,0.04416659287694494,0.726458622693157,9,mod3a,a24b2d80d04,mod3a
20,0.41466890979512244,0.04416659287694494,0.725516421852215,9,mod3a,a24b2d80d04,mod3a
9,0.33386496145583167,0.02529963444337152,0.6229290381189071,11,mod3a,a24b2d80d02,mod3a
10,0.3565592197989192,0.02779210574751416,0.6386043407464704,11,mod3a,a24b2d80d02,mod3a
11,0.36311985415609155,0.027792338923887362,0.644474503851495,11,mod3a,a24b2d80d02,mod3a
12,0.367949086456022,0.027792343761906573,0.6561687182702876,11,mod3a,a24b2d80d02,mod3a
13,0.3719058500430015,0.02779234376998054,0.6674040593356989,11,mod3a,a24b2d80d02,mod3a
14,0.37430376801089205,0.027792343769991144,0.6643395775603825,11,mod3a,a24b2d80d02,mod3a
15,0.3743037680120179,0.02779234376999119,0.661439625161622,11,mod3a,a24b2d80d02,mod3a
16,0.3728961891577769,0.02779234376999119,0.6515644556507418,11,mod3a,a24b2d80d02,mod3a
17,0.37304933071382873,0.02779234376999115,0.6504001173149115,11,mod3a,a24b2d80d02,mod3a
18,0.37289618899272603,0.027792343769463865,0.6478509313999771,11,mod3a,a24b2d80d02,mod3a
19,0.36705874557019014,0.02779234283121936,0.643951264733096,11,mod3a,a24b2d80d02,mod3a
20,0.3655384688593374,0.027791472017644737,0.6367417200969069,11,mod3a,a24b2d80d02,mod3a
9,0.2687322568557834,0.010822429802930925,0.6309570103152068,9,mod3a,a24b2d80d02,mod3a
10,0.28244975168304853,0.010822511342702979,0.6339979900605113,9,mod3a,a24b2d80d02,mod3a
11,0.28429498159727024,0.010822511382098225,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
12,0.28460313230050815,0.010822511382145523,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
13,0.28492327132966144,0.010822511382145546,0.64690268195198,9,mod3a,a24b2d80d02,mod3a
14,0.28492327132966144,0.010822511382145546,0.64690268195198,9,mod3a,a24b2d80d02,mod3a
15,0.28492327132966144,0.010822511382145546,0.6426754119332935,9,mod3a,a24b2d80d02,mod3a
16,0.28492327132966144,0.010822511382145546,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
17,0.28492327132966144,0.010822511382145546,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
18,0.28460313230050815,0.010822511382145546,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
19,0.28460313230050815,0.010822511382145196,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
20,0.28460313230050815,0.010822511354724831,0.6339979900605114,9,mod3a,a24b2d80d02,mod3a
9,0.46354701132972653,0.032529264589564136,0.7188717375280895,5,mod3a,a24b2d80d03,mod3a
10,0.4876829404215515,0.032529264589611036,0.7677314555545408,5,mod3a,a24b2d80d03,mod3a
